Mã,Tên,Tên Tiếng Anh,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
9652,Xã Thái Hòa,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9655,Xã Đồng Thái,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9658,Xã Phú Sơn,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9661,Xã Minh Châu,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9664,Xã Vật Lại,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9667,Xã Chu Minh,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9670,Xã Tòng Bạt,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9673,Xã Cẩm Lĩnh,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9676,Xã Sơn Đà,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9679,Xã Đông Quang,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9682,Xã Tiên Phong,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9685,Xã Thụy An,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9688,Xã Cam Thượng,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9691,Xã Thuần Mỹ,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9694,Xã Tản Lĩnh,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9697,Xã Ba Trại,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9700,Xã Minh Quang,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9703,Xã Ba Vì,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9706,Xã Vân Hòa,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9709,Xã Yên Bài,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9712,Xã Khánh Thượng,,Xã,271,Huyện Ba Vì,1,Thành phố Hà Nội
9715,Thị trấn Phúc Thọ,,Thị trấn,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9718,Xã Vân Hà,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9721,Xã Vân Phúc,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9724,Xã Vân Nam,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9727,Xã Xuân Đình,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9733,Xã Sen Phương,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9739,Xã Võng Xuyên,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9742,Xã Thọ Lộc,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9745,Xã Long Xuyên,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9748,Xã Thượng Cốc,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9751,Xã Hát Môn,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9754,Xã Tích Giang,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9757,Xã Thanh Đa,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9760,Xã Trạch Mỹ Lộc,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9763,Xã Phúc Hòa,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9766,Xã Ngọc Tảo,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9769,Xã Phụng Thượng,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9772,Xã Tam Thuấn,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9775,Xã Tam Hiệp,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9778,Xã Hiệp Thuận,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9781,Xã Liên Hiệp,,Xã,272,Huyện Phúc Thọ,1,Thành phố Hà Nội
9784,Thị trấn Phùng,,Thị trấn,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9787,Xã Trung Châu,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9790,Xã Thọ An,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9793,Xã Thọ Xuân,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9796,Xã Hồng Hà,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9799,Xã Liên Hồng,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9802,Xã Liên Hà,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9805,Xã Hạ Mỗ,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9808,Xã Liên Trung,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9811,Xã Phương Đình,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9814,Xã Thượng Mỗ,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9817,Xã Tân Hội,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9820,Xã Tân Lập,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9823,Xã Đan Phượng,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9826,Xã Đồng Tháp,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9829,Xã Song Phượng,,Xã,273,Huyện Đan Phượng,1,Thành phố Hà Nội
9832,Thị trấn Trạm Trôi,,Thị trấn,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9835,Xã Đức Thượng,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9838,Xã Minh Khai,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9841,Xã Dương Liễu,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9844,Xã Di Trạch,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9847,Xã Đức Giang,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9850,Xã Cát Quế,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9853,Xã Kim Chung,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9856,Xã Yên Sở,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9859,Xã Sơn Đồng,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9862,Xã Vân Canh,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9865,Xã Đắc Sở,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9868,Xã Lại Yên,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9871,Xã Tiền Yên,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9874,Xã Song Phương,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9877,Xã An Khánh,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9880,Xã An Thượng,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9883,Xã Vân Côn,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9889,Xã La Phù,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
9892,Xã Đông La,,Xã,274,Huyện Hoài Đức,1,Thành phố Hà Nội
4939,Xã Đông Xuân,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9895,Thị trấn Quốc Oai,,Thị trấn,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9898,Xã Sài Sơn,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9901,Xã Phượng Cách,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9904,Xã Yên Sơn,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9907,Xã Ngọc Liệp,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9910,Xã Ngọc Mỹ,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9913,Xã Liệp Tuyết,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9916,Xã Thạch Thán,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9919,Xã Đồng Quang,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9922,Xã Phú Cát,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9925,Xã Tuyết Nghĩa,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9928,Xã Nghĩa Hương,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9931,Xã Cộng Hòa,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9934,Xã Tân Phú,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9937,Xã Đại Thành,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9940,Xã Phú Mãn,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9943,Xã Cấn Hữu,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9946,Xã Tân Hòa,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9949,Xã Hòa Thạch,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
9952,Xã Đông Yên,,Xã,275,Huyện Quốc Oai,1,Thành phố Hà Nội
4927,Xã Yên Trung,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
4930,Xã Yên Bình,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
4936,Xã Tiến Xuân,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9955,Thị trấn Liên Quan,,Thị trấn,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9958,Xã Đại Đồng,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9961,Xã Cẩm Yên,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9964,Xã Lại Thượng,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9967,Xã Phú Kim,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9970,Xã Hương Ngải,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9973,Xã Canh Nậu,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9976,Xã Kim Quan,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9979,Xã Dị Nậu,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9982,Xã Bình Yên,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9985,Xã Chàng Sơn,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9988,Xã Thạch Hoà,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9991,Xã Cần Kiệm,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9994,Xã Hữu Bằng,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
9997,Xã Phùng Xá,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
10000,Xã Tân Xã,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
10003,Xã Thạch Xá,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
10006,Xã Bình Phú,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
10009,Xã Hạ Bằng,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
10012,Xã Đồng Trúc,,Xã,276,Huyện Thạch Thất,1,Thành phố Hà Nội
10015,Thị trấn Chúc Sơn,,Thị trấn,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10018,Thị trấn Xuân Mai,,Thị trấn,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10021,Xã Phụng Châu,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10024,Xã Tiên Phương,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10027,Xã Đông Sơn,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10030,Xã Đông Phương Yên,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10033,Xã Phú Nghĩa,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10039,Xã Trường Yên,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10042,Xã Ngọc Hòa,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10045,Xã Thủy Xuân Tiên,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10048,Xã Thanh Bình,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10051,Xã Trung Hòa,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10054,Xã Đại Yên,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10057,Xã Thụy Hương,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10060,Xã Tốt Động,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10063,Xã Lam Điền,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10066,Xã Tân Tiến,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10069,Xã Nam Phương Tiến,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10072,Xã Hợp Đồng,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10075,Xã Hoàng Văn Thụ,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10078,Xã Hoàng Diệu,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10081,Xã Hữu Văn,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10084,Xã Quảng Bị,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10087,Xã Mỹ Lương,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10090,Xã Thượng Vực,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10093,Xã Hồng Phong,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10096,Xã Đồng Phú,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10099,Xã Trần Phú,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10102,Xã Văn Võ,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10105,Xã Đồng Lạc,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10108,Xã Hòa Chính,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10111,Xã Phú Nam An,,Xã,277,Huyện Chương Mỹ,1,Thành phố Hà Nội
10114,Thị trấn Kim Bài,,Thị trấn,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10120,Xã Cự Khê,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10126,Xã Bích Hòa,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10129,Xã Mỹ Hưng,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10132,Xã Cao Viên,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10135,Xã Bình Minh,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10138,Xã Tam Hưng,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10141,Xã Thanh Cao,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10144,Xã Thanh Thùy,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10147,Xã Thanh Mai,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10150,Xã Thanh Văn,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10153,Xã Đỗ Động,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10156,Xã Kim An,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10159,Xã Kim Thư,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10162,Xã Phương Trung,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10165,Xã Tân Ước,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10168,Xã Dân Hòa,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10171,Xã Liên Châu,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10174,Xã Cao Dương,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10177,Xã Xuân Dương,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10180,Xã Hồng Dương,,Xã,278,Huyện Thanh Oai,1,Thành phố Hà Nội
10183,Thị trấn Thường Tín,,Thị trấn,279,Huyện Thường Tín,1,Thành phố Hà Nội
10186,Xã Ninh Sở,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10189,Xã Nhị Khê,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10192,Xã Duyên Thái,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10195,Xã Khánh Hà,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10198,Xã Hòa Bình,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10201,Xã Văn Bình,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10204,Xã Hiền Giang,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10207,Xã Hồng Vân,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10210,Xã Vân Tảo,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10213,Xã Liên Phương,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10216,Xã Văn Phú,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10219,Xã Tự Nhiên,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10222,Xã Tiền Phong,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10225,Xã Hà Hồi,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10228,Xã Thư Phú,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10231,Xã Nguyễn Trãi,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10234,Xã Quất Động,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10237,Xã Chương Dương,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10240,Xã Tân Minh,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10243,Xã Lê Lợi,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10246,Xã Thắng Lợi,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10249,Xã Dũng Tiến,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10252,Xã Thống Nhất,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10255,Xã Nghiêm Xuyên,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10258,Xã Tô Hiệu,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10261,Xã Văn Tự,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10264,Xã Vạn Điểm,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10267,Xã Minh Cường,,Xã,279,Huyện Thường Tín,1,Thành phố Hà Nội
10270,Thị trấn Phú Minh,,Thị trấn,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10273,Thị trấn Phú Xuyên,,Thị trấn,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10276,Xã Hồng Minh,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10279,Xã Phượng Dực,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10282,Xã Nam Tiến,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10288,Xã Tri Trung,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10291,Xã Đại Thắng,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10294,Xã Phú Túc,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10297,Xã Văn Hoàng,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10300,Xã Hồng Thái,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10303,Xã Hoàng Long,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10306,Xã Quang Trung,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10309,Xã Nam Phong,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10312,Xã Nam Triều,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10315,Xã Tân Dân,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10318,Xã Sơn Hà,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10321,Xã Chuyên Mỹ,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10324,Xã Khai Thái,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10327,Xã Phúc Tiến,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10330,Xã Vân Từ,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10333,Xã Tri Thủy,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10336,Xã Đại Xuyên,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10339,Xã Phú Yên,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10342,Xã Bạch Hạ,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10345,Xã Quang Lãng,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10348,Xã Châu Can,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10351,Xã Minh Tân,,Xã,280,Huyện Phú Xuyên,1,Thành phố Hà Nội
10354,Thị trấn Vân Đình,,Thị trấn,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10357,Xã Viên An,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10360,Xã Viên Nội,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10363,Xã Hoa Sơn,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10366,Xã Quảng Phú Cầu,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10369,Xã Trường Thịnh,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10372,Xã Cao Thành,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10375,Xã Liên Bạt,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10378,Xã Sơn Công,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10381,Xã Đồng Tiến,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10384,Xã Phương Tú,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10387,Xã Trung Tú,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10390,Xã Đồng Tân,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10393,Xã Tảo Dương Văn,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10396,Xã Vạn Thái,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10399,Xã Minh Đức,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10402,Xã Hòa Lâm,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10405,Xã Hòa Xá,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10408,Xã Trầm Lộng,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10411,Xã Kim Đường,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10414,Xã Hòa Nam,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10417,Xã Hòa Phú,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10420,Xã Đội Bình,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10423,Xã Đại Hùng,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10426,Xã Đông Lỗ,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10429,Xã Phù Lưu,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10432,Xã Đại Cường,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10435,Xã Lưu Hoàng,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10438,Xã Hồng Quang,,Xã,281,Huyện Ứng Hòa,1,Thành phố Hà Nội
10441,Thị trấn Đại Nghĩa,,Thị trấn,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10444,Xã Đồng Tâm,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10447,Xã Thượng Lâm,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10450,Xã Tuy Lai,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10453,Xã Phúc Lâm,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10456,Xã Mỹ Thành,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10459,Xã Bột Xuyên,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10462,Xã An Mỹ,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10465,Xã Hồng Sơn,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10468,Xã Lê Thanh,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10471,Xã Xuy Xá,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10474,Xã Phùng Xá,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10477,Xã Phù Lưu Tế,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10480,Xã Đại Hưng,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10483,Xã Vạn Kim,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10486,Xã Đốc Tín,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
10489,Xã Hương Sơn,,Xã,282,Huyện Mỹ Đức,1,Thành phố Hà Nội
